TF,Target,Correlation
NEGR1,MSC-AS1,0.42089216003006674
CADPS,MYPN,0.420890784768078
SLIT3,SLC24A3,0.4208788109205904
LINC02248,DMD,0.4208695049361585
PLA2G5,TMEM108,0.42083504129033805
PDE4B,CDON,0.4207760335985176
MSR1,MS4A4E,0.4206956594004312
ANXA8,MALAT1,0.4206482886880433
CACNA2D3,EFNA5,0.4205634218096649
PCDH7,ADGRG6,0.42054321763742764
FYB2,SLIT3,0.4205301572467001
SLC19A3,LINC00598,0.42048963309816223
CORIN,LOC105370315,0.42047600995718953
TLL1,ZBTB7C,0.4204715773826372
GPD1,GPT2,0.4204409585733521
ZNF385B,TMEM71,0.42033932889238335
KLB,PLIN4,0.42028779819440715
TFRC,RBFOX1,0.4202778427560578
CACNA2D3,ZBTB7C,0.4202423940090675
KCNT2,RBFOX1,0.42022885417497247
ESRRG,DMD,0.42020679572271713
ITLN1,ARHGAP44,0.42019161043104064
EPHA3,MSC-AS1,0.4201434713898362
BNC1,KRT19,0.4201098446732202
PDE4B,SEMA3C,0.42010250581434655
RALYL,TBX5,0.4200747730942883
KCNT2,ADAMTS3,0.4200608342135276
RERG,RBFOX1,0.4200578929876091
WNK2,MYO18B,0.4199857123544449
PRG4,CPA4,0.41996591692232277
SPHKAP,FGF12,0.4199604818524445
ITGB8,ZBTB7C,0.41990091516415323
CCDC141,TBX5,0.4198810700218599
F13A1,SYK,0.4198738847406215
CIDEC,LINC02237,0.4198284148370488
CADPS,MYLK3,0.41975705466667695
LOC729732,ROR2,0.41974070325276447
SEMA3C,BICDL1,0.41973892466636387
WWC1,MCTP2,0.4197103842111444
ROR2,WT1,0.41966035110767824
TRARG1,SGK2,0.41965911959976154
UNC5C,FBN1,0.41963781742241535
LOC105379003,OTOGL,0.41963778638105753
EMCN,PECAM1,0.41963518773078956
CALCRL,MYRIP,0.41961981097112977
RYR2,TRDN,0.4195987514472788
MSLN,C3,0.4195969957022682
ZNF385B,CORIN,0.4195919415078544
CACNB2,RBM20,0.4194735800281982
DPP6,MITA1,0.4194011008803132
LINC03007,EBF2,0.4193963645042773
KCNT2,ZBTB7C,0.41939107703440265
PID1,ABCA6,0.419371105528273
LINC01954,CHRM2,0.4193618566146856
GRIP1,SYT1-AS1,0.41935221702876646
SLC39A8,SULF1,0.4193323089863402
ARHGAP18,ANXA8,0.41926609376288365
C3,FOSB,0.4192526003626335
SLC39A8,PDGFC,0.4192387350223903
ADGRF5,ANO2,0.41923706707260905
LVRN,GLYAT,0.4192145823018262
VGLL3,PTPRQ,0.41920793992784916
GPM6A,RERG,0.4191898787314287
PDE4B,RBFOX1,0.41912906085078855
EFNA5,MCTP2,0.4191210829191455
MLIP,WNK2,0.41910303590887266
LINC02006,KCTD8,0.41900561933577024
ANTXR1,BICC1,0.418953464761803
KCNJ3,LOC105370315,0.4188903097766344
LDB3,MYOCD,0.41887354366973445
MITA1,MCTP2,0.41885662481014063
KRT19,ZBTB7C,0.4188299746584728
LTBP1,PXDNL,0.41870196342165955
MITA1,C3,0.41866129452909123
TTN,WNK2,0.41865847616056057
RBM20,CDH2,0.4186487300902478
SLIT3,BICC1,0.41864510692372164
PREX2,VWF,0.41861208151118906
FYB2,PEX5L,0.4185931702709262
EGFL7,FLI1,0.4184876549164948
ABCA10,FBLN1,0.4184812198703809
SULF1,MALAT1,0.4184531591611014
CFH,SLC4A4,0.41843388231705275
SCN7A,ABCA6,0.41837541032571135
TENM2,CHRM2,0.41835096792996246
PEX5L,GPM6A,0.4183140575374914
GPM6A,SLIT3,0.41829100355733967
TTN,LINC02208,0.4182809593537781
MLIP,CDH2,0.41825887639488857
FGF12,FHOD3,0.41823713580418836
ANTXR1,RERG,0.4182323082972744
TECRL,CDH2,0.41821285794286184
TRDN-AS1,CHRM2,0.41818749938489974
RBM20,LOC105370315,0.41818565050935025
TTN,MYOCD,0.41815158443280515
WT1,SYT1-AS1,0.4181197101956736
EFNA5,SULF1,0.41803540795470034
BICC1,C3,0.41796821917230187
GFPT2,DPP6,0.4179604698477868
SLIT3,RERG,0.41791376405886965
SLC4A4,PCLO,0.41790422669079275
KCNT2,ROR2,0.4178778499326576
ADAMTS3,BNC1,0.4177616212774723
CDON,KRT19,0.4177483995425818
FGF12,DMD,0.4177282410922424
RMEL3,TRHDE-AS1,0.41770622862351764
ESRRG,TTN,0.4176763003266839
SLC19A3,RMEL3,0.41764648770461454
FGF12,MYH7B,0.4176420975527066
TF,ADIPOQ,0.4176205929333134
COL4A4,EBF2,0.41758995189259546
LOC105379003,SORBS1,0.4175753630104267
RMEL3,CIDEA,0.41754836949412877
LOC124901051,BMP6,0.41754182734880146
GPD1,SLC14A2-AS1,0.41751911789521506
ROR2,CACNB2,0.41749715523494924
CDH19,NCAM2,0.4174563422879271
COL6A6,ABCA9,0.41736723653743396
WWC1,ZBTB7C,0.41735370095472374
ANTXR1,ANXA8,0.4173242734939282
GPM6A,CBLN2,0.41732247866840855
EMCN,GMDS,0.4173053392015599
DLGAP2,GRIP1,0.4172959288623014
NTNG1,RERG,0.41722304024693924
LYVE1,CD163L1,0.4171403452877215
CFH,RERG,0.4170891953281877
CACHD1,SLC24A3,0.4170766531969228
LSAMP,MGAT4C,0.41702788470756774
LPL,TRHDE-AS1,0.4169896141084586
PTPRC,PIK3R5,0.41696077949903576
ITLN1,KRT19,0.41693993250199396
CCDC80,ROR2,0.4168879225729392
KCNJ3,TECRL,0.41687841801408354
MECOM,EMCN,0.41673067265938835
TF,LVRN,0.4167193383710689
PALLD,RBM20,0.41671504994099656
MSR1,CD163,0.4167072074278918
EFNA5,BNC2,0.4166704209488129
ABI3BP,SLC4A4,0.41658176020723986
GPAM,ACACB,0.41651911323339563
NPR3,GMDS,0.4164970138045801
LINC01954,MYO18B,0.4164949372375875
CHRM2,OTOGL,0.4164944952091923
COL24A1,ABCA9,0.4164851305267602
FYB2,GRIP1,0.416477625616916
PCDH7,ADAM12,0.4164616620554223
ANTXR1,SLC4A4,0.4164471271773579
PTPRB,LINC00639,0.41639093355684104
EPHA3,LAMA2,0.41637925978909035
LINC02607,GLYAT,0.4163191025364993
FHOD3,DMD,0.41627308825899
EMCN,TEK,0.416266399268559
ZNF385B,DPF3,0.41624690642594736
ZNF385B,SGCD,0.4162347052297531
SLC39A8,GRIP1,0.4162199204505338
CIDEC,PLIN5,0.4161829162385998
FYB2,ARHGAP44,0.41618034515798547
GPC6,ABCA6,0.4161735847169965
MECOM,SLIT3,-0.4161706926894399
EFNA5,EZR,0.4161704033185414
PDE4B,PDGFC,0.41613495363100794
FRAS1,SLC39A8,0.41613081136207913
RBM20,MYH7B,0.41610876900960747
PLIN1,PTPRS,0.4160647388936765
EGFL7,ERG,0.415963089021184
SYNPR,LDB3,0.4159420969390478
SLC4A4,MT-CO1,-0.41586659235740414
ANXA8,CBLN2,0.41586586929053265
CADPS,FHOD3,0.41586153103551393
LINC02006,ADAMTS3,0.41583100454688504
UNC5C,ABCA9,0.4157462633774626
MCTP2,FOSB,0.4157320352221971
TECRL,MYOM1,0.41572435150181386
LOC105379003,SGCG,0.4156928783932408
ROR1,PRG4,0.4156469811219829
LEPR,POSTN,0.41560251573372026
BCL11B,SKAP1,0.4155996655728266
DCN,FGF14,0.41550927729536535
MLXIPL,LINC00598,0.41549831905060225
LOC729732,GRIP1,0.4154675401968974
ERBB4,CHRM2,0.4154167216689932
LINC03007,DCN,0.41539754085526226
ANK2,LINC02248,0.4153702431626771
MARCHF1,SULF1,0.41526418114064817
PDE1A,TMEM132C,0.41524394768968687
SVEP1,BICC1,0.4152347895820915
ID4,BNC1,0.4152337757630585
RYR2,SYNPR,0.41513460754600323
EPHA3,TBX20,0.41513036276617166
LINC01954,FGF12,0.41512253371697344
SULF1,MITA1,0.41504317154361153
CFH,SLIT2,0.41500297060138397
MYBPC3,GREB1L,0.41499462421419386
ITGB8,SLC24A3,0.4149923942912957
MLIP,CTNNA3,0.4149720140893706
LOC729732,WT1,0.41485916473410017
TBX20,DCN,0.4148523006038761
RBM20,NCAM1,0.4147420770517754
PTPRQ,RGS6,0.4147197111795621
SLC19A3,PNPLA2,0.414549527883593
BNC2,KRT19,0.4145430288892518
RYR2,KCNMB2,0.4145395118029798
ZNF385B,KCNMB2,0.4145150298096933
CADPS,SORBS1,0.4144675928428383
COL4A4,UNC5C,0.4144580884350039
MLIP,MYOCD,0.4143822712797869
DCN,FBN1,0.4143347331224827
RYR2,GREB1L,0.4143325507211833
LINC01954,ZNF385B,0.41432634414484387
PDE1A,LINC02388,0.4143101600413084
SLIT3,VWF,-0.4143092685178602
LINC02208,RBM20,0.4142995668327784
TBX5,FHOD3,0.41429875902440755
MLIP,FHOD3,0.4142981549586788
ANO2,PRKCH,0.414274250965312
EPHA3,PLCH1,0.41425472010475545
SCN7A,LAMA2,0.41420885852532036
TTN,SORBS1,0.4141498675417939
EMCN,PRKCH,0.4141422256583364
EFNA5,C3,0.4141007736160157
LOC105379003,ALPK2,0.41397856110316605
MITA1,BNC2,0.41391360774137287
DCN,ABCA10,0.4138912503587568
PECR,PLIN4,0.4138890082188438
LINC02607,RMEL3,0.4138851369445292
TTN,GREB1L,0.4138555882601268
ADCY5,LOC105379003,0.41384998108535637
ROR1,SEMA3C,0.4138448921603758
BCHE,MCTP2,0.4137723829263389
ADAMTS3,MCTP2,0.41374775573253764
ANTXR1,SLIT2,0.41374691673970776
MLXIPL,SLC7A10,0.41370068404118676
ITLN1,CHRM3,0.41366104879358423
PCDH7,PPM1H,0.4136494981369343
LSAMP,SLC24A3,0.41361895557643463
COLGALT2,ABCA6,0.41359845381291943
KCTD8,CDON,0.4135930769468122
BCHE,BNC2,0.4135917132451004
TBX5,DMD,0.41352558643786363
LEPR,SMOC1,0.41348410932078516
MLXIPL,SGK2,0.41346277012678284
ACVR1C,TRHDE-AS1,0.4134387299161917
LINC02006,ALOX15,0.41339284580839636
DIRC3,PFKFB1,0.4133884852753378
RERG,ZBTB7C,0.4133578850166745
LINC03007,ABCA6,0.4132546781227818
CALCRL,VWF,0.41322048611845447
FREM1,ABCA10,0.41313255935840515
MLIP,MYOM1,0.41310814843302274
ADGRF5,PTPRB,0.4130400193059028
NTNG1,PEX5L,0.41300914884938755
DPP6,MALAT1,0.41298316314663625
PEX5L,SYT1-AS1,0.41292697844741555
TTN,SYNPR,0.41292114960441867
RYR2,RALYL,0.4129078272018867
KANK4,CIDEC,0.41285981027220314
SPHKAP,CADPS,0.4128093733683931
MYRIP,BMP6,0.412772224476343
SLIT3,EGFL7,-0.41274757950416113
SLIT2,PTPRQ,0.4127403612130279
LEPR,EMCN,0.4127244713783798
LPL,PLIN5,0.4126302067369129
BICDL1,MCTP2,0.41254614296461567
MGAT4C,HAS1,0.4125267791382973
ID4,ANXA8,0.4125190748077143
FREM1,FBLN1,0.4125130911814221
MYOM1,MYO18B,0.4124355808637967
ITLN1,SLIT3,0.41242506924649214
ABI3BP,CCDC80,0.4123683880799715
MARCHF1,ROR2,0.4123637099789467
KCNMB2,RBM20,0.4123447466347056
ROR1,BNC1,0.412306431237324
WT1,SLC24A3,0.41228900118042905
OTOGL,LOC105370315,0.41226378413798787
ATP8B4,CYBB,0.41214449844000994
CD163,VSIG4,0.4120790203446
LSAMP,BCHE,0.4119972674983183
TBXAS1,MRC1,0.4119912102953476
ADGRL4,PREX2,0.41194878518555467
ESRRG,TECRL,0.41189759252686137
NPPB,C3,-0.41183474402678705
SLIT3,PTPRB,-0.4117844235397434
LINC02248,LOC101927404,0.41172486726259155
SLC4A4,MITA1,0.4116981282334683
SULT1B1,LINC00639,0.4116976612958223
CACNA2D3,SLIT2,0.4116759697580895
CACHD1,ANXA8,0.41163353199217384
MITF,TBX5,0.411623950502895
PNPLA2,GPD1,0.411621283563085
RMEL3,MLXIPL,0.41161831302409807
CACNA2D3,ABI3BP,0.411606675770005
LYVE1,SIGLEC1,0.4116035360854584
ROR1,PTPRQ,0.4115501084774046
WT1,ARHGAP44,0.41152215227896705
SCTR-AS1,LINC00987,0.41151893919933874
CHRM2,SORBS1,0.4113606120086689
KCNT2,SLIT3,0.4113472384240393
PALLD,MYO18B,0.4113325781427414
RERG,SYT1-AS1,0.4113029812826358
PFKFB3,GPAM,0.41128919494096045
TFRC,BNC2,0.4112563927510217
SYT1-AS1,MGAT4C,0.4112179675198757
SYT1-AS1,ARHGAP44,0.41117978152190837
DOCK2,TBXAS1,0.41108576132706187
ADAM12,POSTN,0.41108076307759445
PTPRC,DOCK2,0.411047125114967
MAP1LC3C,OR2F1,0.41102744094813476
MITF,MLIP,0.41102040316969785
PRG4,MALAT1,0.410983303602683
FREM1,COL15A1,0.4109600204163278
CHRM2,ALPK2,0.4109304491073913
RBM20,LOC101927404,0.41091994794924114
GFPT2,RBFOX1,0.4108815668975249
CFH,LINC02006,0.4108784278186094
COL15A1,FGF14,0.41087059605311893
EFNA5,HAS1,0.4108504147225627
MLXIPL,PC,0.4108305622146146
ID4,C3,0.410769827553226
PTPRC,IKZF1,0.41075850882099196
SLC39A8,SLIT3,0.4107541037600034
CACNA2D3,SYT1-AS1,0.410734584741793
FRAS1,ZBTB7C,0.4107022119867898
ANTXR1,CDON,0.41070156698534294
PDE4B,PEX5L,0.41069951477831246
CADPS,TENM2,0.410695378587701
CHRM3,ROR2,0.4106865188109121
TBX20,FREM1,0.41067504292687956
LINC02006,SLC24A3,0.4106626202912236
MITA1,BNC1,0.4105142476923228
TMEM71,RBM20,0.41047350771965957
LINC02208,TBX5,0.4104355415310625
LINC02248,ALPK2,0.41030262123530264
BRINP3,LOC105379003,0.41028408139083333
MECOM,PREX2,0.41026161280860346
BNC2,NR4A3,0.4102360991365173
CFH,MCTP2,0.41022952276609587
BNC2,ARHGAP6,0.4101608908533836
WWC1,HAS1,0.41015702893278244
SLC39A8,DLGAP2,0.41012458076785335
FGF12,TMEM71,0.4101178604979534
FYB1,SYK,0.4100964871367966
FYB2,LOC729732,0.41005231890394767
FGF12,MYLK3,0.40999027513662967
KIAA0408,GPAM,0.40998912535489146
PRG4,BCHE,0.4099857617806957
KCNJ3,CORIN,0.40996012910030183
DOCK2,MS4A4E,0.40983747415725824
LINC02607,PC,0.4097492341081183
KLB,TRARG1,0.40974236114296164
TMEM71,TBX5,0.4096668543453306
MCTP1,LINC00639,0.4095869571214002
LINC02006,ITGB8,0.4095851578190808
CPA4,BNC1,0.4095790335577942
KCNJ3,GREB1L,0.40945713007152235
CDH2,MYO18B,0.40941043669200655
SYK,ATP8B4,0.4093149616895445
BCHE,BNC1,0.40926382771054026
ESRRG,MYBPC3,0.4092402800768966
NRXN1,SLC35F1,0.409231077841017
MAP1LC3C,LOC124906892,0.4092189674153803
LVRN,SGK2,0.4092175771615157
DPP6,KRT19,0.4091568976275595
ANTXR1,SLIT3,0.4091365888192898
ESRRG,RALYL,0.40907570401208376
ZNF385B,CTNNA3,0.4090577207530928
WNK2,GREB1L,0.4090533750763097
CFH,BNC1,0.40904831293436067
RYR2,MYOCD,0.4090284271887703
CHRM3,SLIT3,0.4090256947484057
ZNF385B,MYPN,0.4090172968069568
FCGR2A,CYBB,0.40892032631977415
CD86,CLEC7A,0.4088963198820931
TFRC,BNC1,0.4088714446797885
NR4A3,ANXA8,0.4088506831450298
PALLD,GREB1L,0.40884288513168127
LINC01954,TBX5,0.40882140757586644
PTGER3,TRHDE-AS1,0.4087834725973874
CACNA2D3,CCDC80,0.40877653529986696
RBM20,DPF3,0.40876037986945735
SCN7A,TBX20,0.4086426156577442
ID4,CDON,0.408617916582922
ZNF385B,ERBB4,0.4086171713213432
BMP6,POSTN,0.4085858646510214
TRHDE-AS1,SLC14A2-AS1,0.4085779570710554
VGLL3,LSAMP,0.4085591080583875
BICDL1,HAS1,0.4085491901304599
COL15A1,DCN,0.4085441773641277
PALLD,CACNA1C,0.40854223592887057
FBXO40,MLIP,0.40851948375730757
NR4A2,C3,0.4084492134784638
LDB3,CDH2,0.40843437479453804
LOC105379003,MYH6,0.40839876642917794
DLGAP2,ARHGAP44,0.40835300361761373
TBX20,GPC6,0.40835250096060305
MITF,RBM20,0.40830180933641425
CACNA1C,GREB1L,0.4082598081178225
ID4,SULF1,0.408237982477759
ZNF385B,MITF,0.40821927413138237
KCNJ3,CACNA1C,0.4082143493748801
CTNNA3,AKAP6,0.40821159737330426
CCDC85A,ANO2,0.4081897622680716
LAMA2,EBF2,0.4081706114785953
LSAMP,FOSB,0.40812218134863154
SEMA3C,MITA1,0.4081030479484063
LOC105379003,PXDNL,0.408073326768865
LOC729732,ARHGAP44,0.40800755635147196
KCNJ3,MYO18B,0.4080075342278568
MSR1,ATP8B4,0.4079749495846804
POSTN,BMX,0.40794442307287515
LRP2,BCHE,0.40792726375117827
KLRF2,CLEC2A,0.4079221805437021
EZR,BICDL1,0.4079215945003238
KCNT2,CHRM3,0.40791198770464476
FGF12,DPF3,0.4078220636009917
RBM20,DMD,0.40781543696173395
TTN,NCAM1,0.40780251385421695
FGF12,LOC101927404,0.407790820514764
COLGALT2,LINC03007,0.40778194318178357
CACNA1C,MYOM1,0.40773907984579866
KCNJ3,OTOGL,0.4076857478196069
PRG4,CLDN1,0.40768404812095815
SPHKAP,RBM20,0.40765523140992566
SLC39A8,EZR,0.40760320552426055
CACNA2D3,MALAT1,0.40759450561332156
ESRRG,SYNPR,0.4075667426479029
KCNT2,ANTXR1,0.40756324338527383
SLIT2,SLIT3,0.4075544891609989
ITGB8,HAS1,0.40754767980616535
CACNA2D3,KCTD8,0.40753583252802345
FBXO40,RBM20,0.40751517330345133
TTN,BNC2,-0.40746652082344953
PLA2G2A,MSLN,0.4074563264897561
C7,ABCA6,0.40743453549262826
COL15A1,GPC6,0.40738809578147955
MYPN,MYO18B,0.4073645989546026
SLIT3,ANO2,-0.4073324370144943
CP,NRG1,0.40731262400090784
KCNT2,HAS1,0.40728164278790924
ANTXR1,SEMA3C,0.40727726792318336
WNK2,MYBPC3,0.4072343927087319
CIDEC,AQP7,0.40720072614014813
ADGRB3,CDH19,0.4071772764331972
PRG4,FLRT2,0.40716354699466223
PDE4B,ARHGAP44,0.40715836709360115
FREM1,FGF14,0.4071368207150479
CCDC141,RBM20,0.4071219822099392
GPAM,SLC14A2-AS1,0.4070399845317442
EFNA5,SLC24A3,0.4070308870641035
ADIPOQ,PCK1,0.4069946263764193
ZNF385B,MYH7B,0.4069084514057064
SELP,LOC124901051,0.4068476003021586
TBX5,MYH7B,0.4068347379668013
PALLD,DMD,0.40683163336731953
PRG4,TLL1,0.4068260627145933
CCDC141,MYO18B,0.40681512848145707
TBX5,LOC105370315,0.40679744099439097
CHRM2,SGCG,0.4067631095693378
FYB2,CHRM3,0.40672116594259416
ABI3BP,SEMA3C,0.4066712846762384
ST8SIA6,ANO2,0.40666530829942477
ADCY5,LINC02248,0.4066554838927536
MYBPC3,CDH2,0.40665291009221893
EBF2,COL15A1,0.4066476981233451
FBXO40,LDB3,0.40662979991407877
MARCHF1,HAS1,0.4066237264246149
CACNA2D3,FRAS1,0.4065939083186428
DIRC3,GPD1,0.4065655701348247
CIDEC,KLB,0.4065330285451541
MYRIP,GMDS,0.40650735225161433
LVRN,LIPE,0.40648749416797847
ADGRL4,EGFL7,0.4064815426275991
LOC105379003,MYLK3,0.4064677540861946
KANK4,PECR,0.4064640043250963
FLI1,PTPRB,0.4063058554995708
RMEL3,LVRN,0.4062800656497502
ITLN1,PDGFC,0.4062394219192143
PC,CIDEA,0.4061372269213853
MYOM1,GREB1L,0.40611929881428316
MGAT4C,RBFOX1,0.40610928808217917
VGLL3,SLC4A4,0.4060994371347576
MS4A6A,ADAP2,0.40604070590319097
WT1,GRIP1,0.40602888368596457
PEX5L,ARHGAP44,0.40600416378889226
VGLL3,BNC2,0.4060027033430681
COLGALT2,FBLN1,0.4059798214246073
NR4A2,HAS1,0.4059642124476308
SLC19A3,PC,0.4059500296799851
DPF3,LINC02248,0.4059349403258976
GMDS,CDH11,0.4058181861559634
PDGFC,SYT1-AS1,0.40579326446675795
GFPT2,SLC24A3,0.40575779570422255
SIGLEC1,CYBB,0.40571900105668807
MYPN,LINC02248,0.40571034302168985
TRDN,CACNA1C,0.40569433010544415
NCKAP5,LOC105379003,0.40566054349253206
GREB1L,CDH2,0.40565512857141195
PALLD,LAMA2,0.405637734595751
SLIT2,DPP6,0.40560660533204934
RALYL,LDB3,0.4056000762703432
SLIT2,BNC1,0.40556330942392854
MYPN,TBX5,0.4055602433106272
MARCHF1,EZR,0.40553920892954787
CPA4,MCTP2,0.4054362899910968
KLB,TRHDE-AS1,0.405433966543909
LINC02607,LINC00598,0.4054185627468449
SLC8A1,CDH2,0.4054083183156595
LINC02607,PRKAR2B,0.40540676127913566
POSTN,NRXN3,0.4053991299792401
SULT1B1,DKK2,0.40534891027799813
PDGFC,DLGAP2,0.40527683333247705
LRP2,EFNA5,0.40525176192216655
GFPT2,SEMA3C,0.4052429781277979
KCNJ3,CCDC141,0.4052346544501141
FRAS1,SLIT3,0.40523289363537096
BICC1,ABCA6,0.40520117809761813
ESRRG,SORBS1,0.40518118964964117
MALAT1,VWF,-0.40507381861164776
TBX5,DPF3,0.40505800673010456
MYPN,LDB3,0.4050563085908646
ITLN1,GPM6A,0.4050404129476822
CTNNA3,TBX5,0.40502577220446356
FLRT2,C3,0.40501076045272977
KCNMB2,FGF12,0.404997929217979
MARCHF1,ZBTB7C,0.40493152788665343
RYR2,CDH2,0.40487603457295696
PEX5L,SLC24A3,0.40482942703284647
LNCBRM,GPAM,0.4047655968091366
TRDN,MYO18B,0.40476249812359444
SLIT3,DLGAP2,0.40475935768236515
TFRC,DPP6,0.40475746046131267
FGF12,MYPN,0.4047335433896631
LOC729732,RERG,0.40472438162572927
ANXA8,LINC02350,0.40472170156981185
ACVR1C,GPD1,0.40470544626695043
ROR2,SLC24A3,0.40470538938724193
ID4,HAS1,0.40466094655969154
FGF12,MYH6,0.4046567911921227
GPT2,PFKFB1,0.4046494515194092
RBM20,MYOM1,0.40464277104915736
CACHD1,CDON,0.40461648293341823
WWC1,ROR2,0.4045769168411972
TRHDE-AS1,SGK2,0.404493567943367
LOC105379003,IFNG-AS1,0.4044932505481148
ERBB4,LINC02248,0.4044887595828998
LINC02248,CDH2,0.4044826819124989
LRP2,MITA1,0.40447827996594377
ITLN1,LOC729732,0.40447361076806754
ZBTB7C,FOSB,0.4044523737894835
GLYAT,PLIN4,0.40442517242522485
MS4A6A,MS4A4A,0.404401830494654
MS4A6A,FMN1,0.40437663290782283
CACNB2,GRIP1,0.4043657647072828
ROR1,DPP6,0.4043411692185423
CLDN1,MCTP2,0.40433790583676843
LINC02237,PLIN4,0.40433164943721983
PLA2G5,SCN7A,0.40427827851859083
FCGR2A,CLEC7A,0.4042782684700129
FGF12,TENM2,0.40424404434001593
PDGFC,ARHGAP44,0.4042412530564889
FBN1,ABCA6,0.4042314253438192
LVRN,LINC00598,0.40422911884033574
BNC2,COLEC12,0.40416517983590206
SIK2,PLIN1,0.40415573560380325
LYVE1,CYBB,0.40411096903490396
LOC105379003,B4GALNT3,0.40410494024322363
PTPRC,MYO1F,0.4040989583888195
FRAS1,SYT1-AS1,0.40407211458801234
EMCN,PCDH15,0.40407043536931997
DIRC3,SLC19A3,0.4040437102749595
TMEM132C,POSTN,0.40404335223842963
TRARG1,LIPE,0.4040419257915946
MYRIP,ADAM12,0.40404141151127865
EZR,FOSB,0.40401456537679126
PIK3R3,LINC00639,0.4040034984556618
KCNT2,ITGB8,0.4039766902324976
CCDC141,MLIP,0.40392877203690175
WWC1,EZR,0.4038272182141838
NOTCH4,PTPRB,0.4038268383771482
KCNJ3,WNK2,0.40381289677413673
TBXAS1,MSR1,0.40375638032186056
SYNPO2,LAMA2,0.4036294967001906
SLIT3,RGS6,0.4036231177234557
FYB2,ADAMTS3,0.40360436356025636
KYNU,CYBB,0.40356525546492433
PDE4B,CHRM3,0.4034896126405456
SEMA3C,FOSB,0.4034633716032614
FBXO40,TBX5,0.40346230806834255
CHRM2,PXDNL,0.40339118761058607
C7,FBLN1,0.403383316659869
GALM-AS1,LINC00892,0.4033397240136379
COL6A6,ABCA10,0.4033283497773677
CADPS,ANK2,0.4032448982841022
EMCN,MALAT1,-0.4032264457912129
MYRIP,BMX,0.40321275699218323
LINC02607,SLC14A2-AS1,0.4031787281753482
VWF,CYYR1,0.40315721115415865
PDE4B,SULF1,0.4031495346103435
BNC1,CBLN2,0.4031293002966235
NRG1,CGNL1,0.4031113965486402
LINC02006,TFRC,0.4031032611169059
KCNT2,DLGAP2,0.4030943331061042
ADCY5,FGF12,0.403063599067574
PTPRC,SYK,0.4030612121314148
RALYL,GREB1L,0.4030472926121773
BRINP3,CHRM2,0.40303602616219575
ACVR1C,TRARG1,0.4029825204649375
ADAMTS3,C3,0.402904708587054
LINC02006,RGS6,0.40282555491093514
ESRRG,FHOD3,0.4028178868323529
ESRRG,CACNA1C,0.4027879320262021
LINC02248,MYOM1,0.40278439792715665
LINC01954,LINC02248,0.40276513433193656
CFH,CCDC80,0.4027441649624661
PCLO,ANXA8,0.4027094099763117
ROR2,RERG,0.4026927430751956
ADAMTS3,SULF1,0.4026878789397151
CACNA2D3,DLGAP2,0.4026746645680533
CHRM3,GRIP1,0.4026587257163926
NEGR1,LAMA2,0.40265847880051403
RYR2,LOC105370315,0.4026500811448203
EMCN,EFNA5,-0.4026221894898871
FMN1,FPR3,0.40255690643557135
MLIP,LOC101927404,0.40255134637717044
CCDC80,SLC24A3,0.40253422441137376
LRP2,KRT19,0.40252225513485956
TECRL,DMD,0.4025101503692067
CHRM2,B4GALNT3,0.4025052953084157
PRKAR2B,GYG2,0.40246588493464297
SLC8A1,MYOM1,0.4024199785191038
ZNF385B,ALPK2,0.4023062996186005
ITGB8,RERG,0.4022847247172478
RERG,ARHGAP44,0.4022789076867035
MYBPC3,NCAM1,0.4022653261514707
MS4A6A,NCKAP1L,0.4021798271228196
LVRN,GPT2,0.4021666666704973
ERBB4,CADPS,0.40216339095542525
NTNG1,ALOX15,0.40215738780325583
ZNF385B,SORBS1,0.40214176383539063
MALAT1,ZBTB7C,0.4020754755313894
CCDC80,RERG,0.40202504052541327
CACHD1,PRG4,0.4020239816979025
KCTD8,MGAT4C,0.40202355141191576
MSC-AS1,GPC6,0.40201903793713945
LGALS12,PLIN1,0.4020179341166075
SYK,PIK3R5,0.4019939321090154
COL24A1,LAMA2,0.401926311749657
TF,PFKFB1,0.4019250177953398
GREB1L,DMD,0.40191608710396537
FYB1,DOCK2,0.4018847320096708
ADAMTS3,SEMA3C,0.4017921391993821
PC,GYG2,0.4017805814553388
BMPR1B,LINC02388,0.40172375387783105
TTN,RALYL,0.4017137845734637
FYB2,BCHE,0.40170604912185365
ITLN1,ROR2,0.4017029208935323
C7,EBF2,0.4016954462445593
PLA2G5,EBF2,0.4016787990485166
ZNF385B,ANK2,0.40167735365739515
CTNNA3,MYO18B,0.40166769756191445
FHOD3,MYO18B,0.4016667690033291
NR4A2,NR4A3,0.40166205430500546
LEPR,MYRIP,0.401634751207649
SLC39A8,ARHGAP44,0.4016236288110471
ROR2,RGS6,0.4015963146695121
SLC4A4,ID4,0.4015729340671753
LSAMP,GFPT2,0.4015723385517074
MECOM,ROR2,-0.4015543433168329
SLC8A1,TRDN,0.40151717627641237
PLXNA4,TMEM132C,0.40149856434087955
TTN,LOC105370315,0.40149555742760756
PRKAR2B,CIDEA,0.40146504195690363
CALCRL,LOC124901051,0.40144369517650785
PECAM1,SHANK3,0.40139368574327616
PRG4,VGLL3,0.4013677749759165
SYNPR,GREB1L,0.4013446206091568
TLL1,BNC2,0.4013374966604867
EPHA3,ABCA6,0.4013350864702709
ANO2,PPP1R16B,0.40126851724330803
GMDS,POSTN,0.40125802342231387
