TF,Target,Correlation
FYB2,SLC4A4,0.48838515531346877
AQP7,CIDEA,0.488326314890392
CACNA2D3,LSAMP,0.48807795957636885
SYK,MS4A4E,0.48806274632171187
SEMA3C,HAS1,0.4880051599954095
COL24A1,ABCA6,0.48785306405398815
LOC124901051,NRXN3,0.48784149050777603
KCNJ3,LINC02248,0.4876087024472668
CACNA2D3,SEMA3C,0.4873643893524239
GLYAT,CIDEA,0.48724797841212175
KANK4,GYG2,0.48704510970247583
TTN,LINC02248,0.4870253496700981
SLC8A1,CHRM2,0.4869701032644044
WWC1,ANXA8,0.48685719773296066
GMDS,LINC02388,0.4867878662049717
PCDH7,GMDS,0.4867834009615423
LINC02248,MYO18B,0.48660358974123247
SULF1,RERG,0.4865088321301502
NRXN1,XKR4,0.4864882815007679
CD163L1,CD163,0.48636117408314194
ROR2,ZBTB7C,0.4862384697347154
MLXIPL,PLIN4,0.4861542470090764
KCNT2,LINC02006,0.48596951413801165
EMCN,VWF,0.4858892723694811
RYR2,MLIP,0.48587036625038227
TRARG1,PLIN4,0.4858558095680451
ABCA9,ABCA10,0.4857865147944602
ZNF385B,LDB3,0.4856907304670246
DPP6,DLGAP2,0.48563821283661074
SLC39A8,RBFOX1,0.4856142044107194
LSAMP,MARCHF1,0.48549484109943564
LSAMP,HAS1,0.48518035361460793
GFPT2,HAS1,0.48497044462387745
MRC1,CD163L1,0.48494840040353515
NEGR1,FBLN1,0.48494195459576245
RBM20,MYO18B,0.48489165773626763
PDGFC,PTPRQ,0.484889380017472
TBX5,MYO18B,0.48480502744347054
EBF2,ABCA6,0.484786311236067
TTN,CACNA1C,0.48472020414901623
LOC105379003,TRDN,0.48455266518029866
SEMA3C,GRIP1,0.48443807675769035
ERBB4,CACNB2,0.4844121013828751
SYT1-AS1,RBFOX1,0.48434045965192907
SLC4A4,DLGAP2,0.48422114041164416
CIDEC,LVRN,0.4841888467120384
FYB2,MCTP2,0.48417710973567024
LSAMP,EZR,0.48409447608779577
PRG4,GRIP1,0.48409126133653585
HMCN1,PCDH7,0.48407521120945773
PRG4,ALOX15,0.483967051180874
COL24A1,DCN,0.48391027966762723
GPD1,LIPE,0.4839046260891784
TRDN,CHRM2,0.48389428179157495
CCDC80,DPP6,0.48381168784719647
EBF2,DCN,0.4837284008064245
KLB,PFKFB1,0.48371562971649623
CACNA2D3,CDON,0.4836906422117667
NTNG1,SULF1,0.48362702208036085
LINC01854,LINC02635,0.4835478390924172
KCNJ3,ZNF385B,0.4835370632925424
DIRC3,PLIN1,0.48350554358521464
CHRM3,SLC4A4,0.4833122074976059
LRP2,PEX5L,0.48331025782824893
GPAM,LIPE,0.4831835240762035
CIDEC,TRHDE-AS1,0.48314282452417323
AQP7,GPD1,0.4831362835988478
ITLN1,CDON,0.4830720749698644
NTNG1,HAS1,0.4830243734475727
KCNT2,SLC4A4,0.4829819710899475
MECOM,PTPRB,0.48291672749362147
SEMA3C,RERG,0.4828599172418674
PDE4B,SLC4A4,0.4827361540636855
PDE4B,LINC02006,0.4826831676329833
SEMA3C,ARHGAP44,0.48268256138966403
LRP2,ROR2,0.4826720016429747
SLC4A4,WT1,0.48249818376152065
LOC105370315,LINC02248,0.48244807702071896
NOSTRIN,NRG1,0.48242584278681006
MCTP2,ARHGAP44,0.48230815407472893
SLC19A3,PLIN5,0.48229995807848536
LOC105379003,RALYL,0.4819995043902281
ITLN1,LRP2,0.48198061433564665
ITGB8,ANXA8,0.48182710675184676
UNC5C,ABCA6,0.48180429980607176
PRKAR2B,PLIN1,0.48176050137120996
GPM6A,SEMA3C,0.48173959773550135
KCNT2,RERG,0.4817343227296871
FYB2,CDON,0.48172616862762846
SEMA3C,SYT1-AS1,0.4815307156467278
ARHGAP44,ZBTB7C,0.48140331007740794
CADPS,GREB1L,0.48135517714121706
SLC39A8,DPP6,0.4811666987363624
ACVR1C,GPAM,0.48114641197128954
CHRM3,BNC2,0.48106376258979483
KCNT2,PTPRQ,0.4809201255629515
DPP6,WT1,0.48080830975704797
RYR2,LDB3,0.48078065698208944
ADIPOQ,GLYAT,0.4807703447633643
PRG4,SLC39A8,0.4807136488725775
FYB2,SEMA3C,0.4806791336770417
LSAMP,SLIT3,0.48063904376314925
ESRRG,ZNF385B,0.4806250554204107
TRHDE-AS1,PLIN4,0.48051924819368314
LDB3,TBX5,0.48033857075472236
NTNG1,EZR,0.48033127560533706
PTPRC,FYB1,0.4802972432904441
LSAMP,SULF1,0.48022122226694136
LVRN,PLIN4,0.48020399589988494
ITLN1,ANXA8,0.4799433726199348
PDE3B,GPD1,0.47990295914689723
PDE3B,TRHDE-AS1,0.4798513537300228
NRG1,TMEM132C,0.4798326574843065
RYR2,ZNF385B,0.4798260063401598
F13A1,MS4A4E,0.47981571491868147
MARCHF1,DPP6,0.47969796780930724
LRP2,LSAMP,0.47960026103262104
PDE4B,DPP6,0.47957446750057386
PTPRB,FLT1,0.47951426900049543
PECR,SLC19A3,0.4794607752355484
COL24A1,GPC6,0.479377227383297
MLXIPL,PLIN5,0.47936036129863824
CHRM3,LINC02006,0.47919147611384677
MARCHF1,BNC2,0.47918441922225374
SLC8A1,FGF12,0.4791552359648565
BCHE,PTPRQ,0.47911845302510775
TTN,MLIP,0.47897495718827976
ITGB8,SULF1,0.47830392610879824
WT1,CDON,0.4782966553802632
LOC124901051,ADGRG6,0.47795477534777764
CHRM3,LRP2,0.47785604210150234
PDE3B,CIDEA,0.4776561653222521
ADAMTS3,ANXA8,0.47764313875757763
PLIN1,GPT2,0.47758234465621985
F13A1,MS4A6A,0.4773564705784475
SYK,FPR3,0.4773553635688332
TTN,TRDN,0.47730866593684007
PEX5L,ANXA8,0.47730796997442826
PALLD,CHRM2,0.477015764218481
SLC8A1,LOC105379003,0.47696831279075935
NEGR1,GPC6,0.4769298942299764
RALYL,LINC02248,0.47682365239593705
ACVR1C,ADIPOQ,0.4766832019924411
SYT1-AS1,BNC1,0.4765107054850583
NEGR1,ABCA8,0.47650681916046
PLIN1,SLC14A2-AS1,0.4764145762091749
SLIT3,BNC1,0.47637336014777576
SLIT3,MALAT1,0.4763532577040282
GRIP1,BNC1,0.476294803154198
MYRIP,NRG1,0.47625026051400626
UNC5C,DCN,0.4761509352450854
PRG4,MARCHF1,0.4759642490574825
RYR2,TTN,0.475942560245363
ROR2,ARHGAP44,0.4758511718477141
LRP2,ARHGAP44,0.47570687825799957
RMEL3,GPAM,0.47564298221125895
LEPR,NRG1,0.4756387158546936
ITLN1,CCDC80,0.4754518144150261
DPP6,ALOX15,0.47542779534385604
TMEM132C,CDH11,0.4752340658903537
CHRM2,MYOCD,0.4749329715111701
KISS1,ATOH7,0.47488050166013046
PRG4,FRAS1,0.4747802059349211
EBF2,GPC6,0.47475866803524586
FYB2,RBFOX1,0.4747404285577598
CHRM3,SLC24A3,0.4747155860004762
ANXA8,BICDL1,0.47467463323514747
EMCN,FLI1,0.4745569058905784
KCNJ3,FGF12,0.47451551387921753
CACNA2D3,SULF1,0.4744301077603051
KCNT2,LSAMP,0.4743854505292479
CADPS,TECRL,0.47433435462301016
DKK2,EGFLAM,0.47432783359323566
SLC4A4,ALOX15,0.4742696134583835
PDGFC,BNC1,0.47416545064682925
ANXA8,MGAT4C,0.47412448940361956
LRP2,MGAT4C,0.4740698758028247
LINC02006,SLC39A8,0.47398788811137943
PECR,GPD1,0.47396555432209336
RYR2,TBX5,0.4739135780866616
SYT1-AS1,MCTP2,0.47387913506799595
LOC729732,BNC1,0.4738722462485481
ADAMTSL1,POSTN,0.47380183417665994
KANK4,LVRN,0.4737651683892493
SLIT3,GRIP1,0.4737500036824209
ZNF385B,MYBPC3,0.47373396379353433
AQP7,PFKFB1,0.4737026190940515
CADPS,CACNA1C,0.47356816656343986
CCDC80,BNC1,0.4735539867503941
FCGR2A,SYK,0.4734011671570107
KCNJ3,CADPS,0.4733903435232833
LINC02237,CIDEA,0.4733612074583016
KANK4,TRHDE-AS1,0.47334586295550835
PLIN1,SLC7A10,0.4733227523109087
LRP2,SLC24A3,0.47324208265890433
SLC19A3,KLB,0.47312215054543516
LPL,GPD1,0.47308121383976776
ITGB8,BNC2,0.47299936113572233
LDB3,MYO18B,0.4729286185007027
LSAMP,SYT1-AS1,0.4729207138369568
SLC39A8,MCTP2,0.47289758554096833
BCHE,ANXA8,0.47285372429674905
ADIPOQ,LIPE,0.47266605482037116
PECR,PFKFB1,0.472651482830172
KLB,GPD1,0.47259021876170987
HAS1,SLC24A3,0.47256514233902525
ESRRG,RBM20,0.47253645947583484
CIDEC,MLXIPL,0.47246889886739546
TTN,MYO18B,0.47244105679478987
ZBTB7C,SLC24A3,0.4723430077053536
SLC4A4,RERG,0.47234150319602963
MLIP,LDB3,0.4719898891637001
LOC729732,SULF1,0.4718742039517835
AQP7,GYG2,0.47186329049858405
LOC729732,CDON,0.471826621671278
LAMA2,PCDH9,0.4717997418214394
PNPLA2,PLIN1,0.47171389896441623
DLGAP2,PTPRQ,0.4715756708982531
ROR1,EFNA5,0.47157383963288907
GRIP1,MCTP2,0.47157145057632965
RYR2,CTNNA3,0.4715540578149649
EMCN,ERG,0.47151912578260013
DLGAP2,BNC1,0.4713663192703122
CIDEA,PLIN5,0.4713577369442428
SLC39A8,BNC2,0.4713570375290792
ITLN1,BNC1,0.4713407473912248
PEX5L,DPP6,0.47131634864483496
PRG4,CHRM3,0.4712392432506264
HOXA-AS3,SPNS2-AS1,0.4712214359242699
BNC1,SLC24A3,0.4710529730652282
LOC105379003,SGCD,0.47097873557912207
SULF1,ALOX15,0.4709150995612592
SULF1,PTPRQ,0.47080564628037685
F13A1,CD163,0.47069017703966703
FGF12,TRDN,0.4706846540147652
CDON,GRIP1,0.47056514756376433
DLGAP2,CDON,0.4705289862473733
UNC5C,FREM1,0.47041419618040425
RBM20,MYBPC3,0.4704082570309405
ABI3BP,BNC2,0.47039359997139707
ITLN1,MSLN,0.47037544530706693
WT1,BNC1,0.4702616635264646
EZR,ARHGAP44,0.47025198684571695
SLIT3,SULF1,0.470210597446428
ESRRG,FGF12,0.4701945653620197
PTPRB,CYYR1,0.4701900473718419
CHRM2,LOC105370315,0.4700887603254497
ZNF385B,GREB1L,0.47002325566225883
MLXIPL,GLYAT,0.47002180387457343
NTNG1,ZBTB7C,0.4699260606452494
PDE3B,PFKFB1,0.4698126805975608
FRAS1,RBFOX1,0.4697958252944283
PECR,CIDEA,0.4696665992865018
RYR2,MYBPC3,0.46958314943110063
PCDH7,BMX,0.469486708766082
NEGR1,COLGALT2,0.4693480445425821
LINC02006,PDGFC,0.46930289614798637
COL24A1,FREM1,0.46920579985950595
TTN,TBX5,0.46920328924246807
LRP2,LOC729732,0.4691812895077728
CACNA2D3,BNC1,0.46907511362217175
LRP2,PDGFC,0.46903643928487543
KCNT2,MCTP2,0.4690137795107821
PLIN5,GYG2,0.4689377483685359
KCNT2,SEMA3C,0.46883896717242496
LINC02607,PLIN4,0.46882689077467077
CCDC80,ZBTB7C,0.4687810493650737
ITGB8,SEMA3C,0.46870438629468264
PC,PLIN1,0.4686728689555224
DPP6,RERG,0.4686311815306772
CDON,SYT1-AS1,0.46862960121785313
FREM1,ABCA6,0.4684901959248427
LINC02607,LINC02237,0.46843994449572135
PRG4,RERG,0.46835849023803483
MARCHF1,GPM6A,0.468260673171745
VEGFC,LINC00639,0.4681610905283907
LINC02607,ACVR1C,0.46811537617882415
TECRL,MYBPC3,0.46807396719978783
ITLN1,SLC4A4,0.46797298252517217
CORIN,LINC02248,0.4678336283820783
CHRM2,RALYL,0.4677670857483924
PRG4,KRT19,0.4677272305909557
LINC02237,TRHDE-AS1,0.4677002485223364
SLC19A3,LINC02237,0.46766867675508783
SVEP1,PTPRQ,0.4675578432243712
LRP2,SLIT3,0.4675409220434278
LRP2,SLC39A8,0.4674915023910421
LAMA2,TBX20,0.46746830622821217
ABCA6,CDH19,0.46746359342118543
NTNG1,DLGAP2,0.4674234602213076
ABI3BP,SULF1,0.4674094529402284
PDGFC,MCTP2,0.46740202331377995
MS4A6A,CD163L1,0.4673570259132252
SLC4A4,MARCHF1,0.4672418441345973
SYNPR,LOC105379003,0.46721998641848933
PDGFC,SEMA3C,0.46702508969721274
LRP2,CACNA2D3,0.46696124258275806
ALOX15,SLC24A3,0.4669595971970878
ARHGAP44,HAS1,0.46687691222157046
BNC2,GRIP1,0.46686758767271813
KCNT2,BNC1,0.4668211817540403
GFPT2,C3,0.4667841374729438
LOC124901051,GMDS,0.4666609659212712
GPM6A,SYT1-AS1,0.46665167646463296
ZNF385B,TECRL,0.46662685696053635
GPM6A,SULF1,0.4665491959923038
CDON,RERG,0.46651466642462264
NPR3,SMOC1,0.46649327945003444
CHRM3,C3,0.46646182976693873
ADIPOQ,RMEL3,0.4663955147266117
SLC39A8,GPM6A,0.4662394846236722
KCNIP2,PLIN1,0.46617814093379617
CADPS,WNK2,0.46615619958439086
DLGAP2,MCTP2,0.4660677398558541
COLGALT2,SCN7A,0.4659163449636922
SLC39A8,SEMA3C,0.4659121473868399
MYBPC3,LINC02248,0.46589624115395956
VWF,SHANK3,0.4658953269123643
SLIT3,ZBTB7C,0.4658811687255299
NPR3,TMEM132C,0.46586461812073626
COL24A1,EPHA3,0.46576411587467315
SULF1,ROR2,0.46574318958683397
ANXA8,FOSB,0.465702039144304
HMCN1,LINC02388,0.46569705986616483
COLGALT2,UNC5C,0.4656285184574737
LPL,PFKFB1,0.46555312827759826
PECR,GYG2,0.4655227497780468
PALLD,LOC105379003,0.46550057133763517
CFH,GPM6A,0.4654808517230027
LSAMP,ROR2,0.46547556068862617
GPM6A,ROR2,0.46532808800089276
EZR,ROR2,0.4653159289268284
RYR2,CACNA1C,0.46530726322049143
FYB2,SULF1,0.4652685725389233
EFNA5,ANXA8,0.4651938134923712
PTPRQ,ZBTB7C,0.46517842148015903
PTPRB,PECAM1,0.46499499457798943
PRG4,ITGB8,0.4649121058425913
LOC105379003,WNK2,0.4648576139553796
SLC39A8,BNC1,0.4648149062016155
SCN7A,GPC6,0.4648045780272343
LOC105379003,LOC105370315,0.464788366222843
TBX5,GREB1L,0.4647534155777853
TECRL,LDB3,0.46469159765008994
DCN,ABCA6,0.4646899711685848
LINC02607,PLIN5,0.46468784665035145
NTNG1,CHRM3,0.46467530880009555
ADAMTSL1,SMOC1,0.4646261045797338
CORIN,LOC105379003,0.4645954996573824
GPAM,SGK2,0.46442147222940894
LINC02237,GYG2,0.46439648116783416
EMCN,NRG1,0.46437564253271446
PTGER3,PLIN1,0.46434063703592376
SLIT3,MCTP2,0.4643189164069252
MARCHF1,RBFOX1,0.46429111076436785
KCNT2,ABI3BP,0.46424563144888475
MECOM,RBFOX1,-0.4640832188102137
CCDC85A,BTNL9,0.464055002750155
LINC02006,MARCHF1,0.46404862372008127
NEGR1,TBX20,0.46403862258948464
GFPT2,ANXA8,0.4639993698241301
FGF12,PALLD,0.46398268308924673
GPAM,LINC00598,0.4639366296425568
LOC729732,MCTP2,0.4638547424094967
KANK4,LINC02607,0.46380380301707397
TTN,MYOM1,0.46374737242210035
RERG,C3,0.46368419776034586
COL24A1,FGF14,0.46366742769890734
MARCHF1,MCTP2,0.46358516404943456
GPM6A,ZBTB7C,0.46356320953898567
LRP2,ALOX15,0.4635269119602401
CADPS,TRDN,0.4635069230761866
CCDC141,ZNF385B,0.4635000011181334
LVRN,LINC02237,0.46346319163821637
F13A1,LYVE1,0.4634091039555309
SYNPR,CHRM2,0.4632619900979183
CFH,SULF1,0.463157922042816
PECR,MLXIPL,0.4629828106279137
TECRL,PALLD,0.46296149045793233
WT1,MCTP2,0.46292631897580194
FYB2,C3,0.46291657298565597
SLIT2,SULF1,0.46283551722637295
CHRM3,BNC1,0.4628095027657406
LINC02006,LOC729732,0.462747717219602
FYB2,NTNG1,0.4626835279445796
MYBPC3,TBX5,0.46261910766363307
BNC2,FLRT2,0.4626128722504882
SLC8A1,CADPS,0.46259697071930217
TTN,RBM20,0.46257906917741515
MECOM,ARL15,0.4625315022339754
TBXAS1,SYK,0.46241805861498436
LEPR,TMEM132C,0.4623369373788389
MECOM,CACNB2,-0.46224692847562887
ESRRG,MLIP,0.46223988877266486
CACNA1C,TBX5,0.46217425659087763
FYB2,LINC02006,0.46217331733772876
KLB,GYG2,0.46215771298628805
ANO2,FLT1,0.46209336973770976
SLC19A3,PDE3B,0.46198714835492954
EBF2,CDH19,0.46178696690736687
LOC729732,C3,0.4616422086874752
EFNA5,ROR2,0.46163294820233547
SAPCD2,TP53AIP1,0.4615950575561067
FRAS1,BNC1,0.46155152866489335
CACNA2D3,MCTP2,0.4614826502090686
MRC1,MS4A4E,0.4614182558822356
TBXAS1,MS4A6A,0.46138364729912684
DPP6,MGAT4C,0.46137746899675425
BNC2,FOSB,0.4613667366351193
BNC2,ALOX15,0.4613092215093636
PRG4,KCTD8,0.4611592782422714
SCN7A,COL15A1,0.46113655605417536
ADIPOQ,GPT2,0.4610833500228893
UNC5C,CDH19,0.46105368676009945
SCN7A,UNC5C,0.46087732710176454
SLC4A4,MALAT1,0.4607729660662397
MLIP,MYBPC3,0.460756804274464
TMEM132C,SMOC1,0.46073596652366394
LDB3,CACNA1C,0.4607093353097733
RERG,MCTP2,0.4606537552196369
FGF12,GREB1L,0.4606131368921351
LINC02006,HAS1,0.4605604354196881
KCNT2,LRP2,0.4604311709712349
CHRM2,CDH2,0.460404356419005
LINC02607,CIDEC,0.46038110297265905
SPHKAP,LINC02248,0.46034685444986057
LRP2,GRIP1,0.4602924010702246
LINC02006,ZBTB7C,0.46013263230464135
MLXIPL,PDE3B,0.4600808890276558
TECRL,LINC02248,0.4600074074799954
CACNB2,CTNNA3,0.45993996858685593
SLIT3,ARHGAP44,0.4599008114226896
EZR,SLC24A3,0.45983150046839727
ADIPOQ,PRKAR2B,0.4597402006392904
LOC105379003,MYOCD,0.4596933122277961
RBM20,GREB1L,0.4595293201822786
PRG4,MGAT4C,0.45950684442839734
CCDC80,SEMA3C,0.45947561566146033
LOC101928819,CLEC18C,0.4594112697011578
LINC02237,PFKFB1,0.4592767023372379
MSR1,FMN1,0.4592379942234271
ITGB8,CDON,0.45922653190824264
RERG,BNC1,0.459082825995234
EFNA5,GRIP1,0.45906274330383046
FYB2,LSAMP,0.45900444111947614
LINC02006,DLGAP2,0.4589972555295446
LINC02208,CHRM2,0.45896559269008885
SLC19A3,AQP7,0.45896032125188374
GPM6A,HAS1,0.4589511983401274
MRC1,LYVE1,0.45894706583391703
SLC8A1,MYBPC3,0.45890877351722353
LCN15,PCBP3-AS1,0.45884880983862136
EFNA5,SEMA3C,0.4588103891165897
ACVR1C,MLXIPL,0.4588089566401706
EPHA3,GPC6,0.458766128299884
PCDH15,POSTN,0.4587534354028421
CHRM3,MCTP2,0.45870732347324494
ADAMTS3,BNC2,0.4586119843493388
NOSTRIN,MYRIP,0.45859614364290746
LOC105379003,LINC02208,0.4584139191220943
GPM6A,DLGAP2,0.45837445551783246
LVRN,PDE3B,0.4582198222668697
COL24A1,SCN7A,0.4581727703920639
PFKFB3,PLIN1,0.458141445851121
MYBPC3,MYO18B,0.4580810148105772
NEGR1,LINC03007,0.4580632189534195
ESRRG,RYR2,0.4580401895475967
PDGFC,MARCHF1,0.45802814718102847
FCGR2A,MS4A6A,0.4579061117378109
CDON,ALOX15,0.45785413652740803
LEPR,NPR3,0.4578230078696185
MLXIPL,AQP7,0.4577643697718859
EBF2,FREM1,0.4577473744503486
KCNT2,BICC1,0.4577293954059343
BMP6,LINC02388,0.457725118355761
GPM6A,LOC729732,0.45772441344298087
LINC02607,AQP7,0.45749436860128323
LRP2,DLGAP2,0.45739401353696213
TTN,PALLD,0.45723343485505696
NTNG1,ROR2,0.45695014957749586
CHRM2,NCAM1,0.45693703702313077
LINC02006,ARHGAP44,0.45692691045824724
MARCHF1,CDON,0.45687770865604016
CFH,C3,0.45677501188335934
SULF1,RBFOX1,0.45670836332827924
LSAMP,LINC03051,0.4566599219855362
LINC02607,PDE3B,0.45657346734625265
COL15A1,CDH19,0.45648795011448445
FRAS1,BNC2,0.45642835829441464
COLGALT2,GPC6,0.4564179847971072
ACSL1,PLIN1,0.4561893587840316
LINC02607,KLB,0.45614333550426195
SLC8A1,ZNF385B,0.4561363554221602
DCN,CDH19,0.45605592754679253
FGF12,WNK2,0.45602822128946113
SEMA3C,SLC24A3,0.45601997704030295
GPM6A,FLRT2,0.4560198088565458
SYK,CD163,0.4559954322745439
BNC2,MALAT1,0.4559662408673793
MARCHF1,BNC1,0.45593814070301303
BNC1,ALOX15,0.4558527737896265
EMCN,SHANK3,0.4558350005915562
SLC4A4,ITGB8,0.45578033350989594
ROR2,HAS1,0.4557488276413701
PDE3B,GYG2,0.45573423494943854
CHRM2,DMD,0.45572848184452225
THEMIS,BCL11B,0.45566583123157695
PTPRQ,ARHGAP44,0.4554313914860768
PDGFC,C3,0.45532148374682646
MLIP,MYO18B,0.4552567651345773
CHRM3,SEMA3C,0.4551849554143145
ADIPOQ,PC,0.4551829241116628
CHRM2,MYOM1,0.4551789020908082
CCL3,CCL4,0.45514923508665955
ALOX15,HAS1,0.4550742198304234
KCNJ3,RBM20,0.4549940958863776
CACNA1C,LINC02248,0.45499373252741987
ESRRG,TBX5,0.45488737507404753
DLGAP2,C3,0.45487542101349426
SGK2,PFKFB1,0.4548710143575813
KCTD8,GPM6A,0.4548458721378627
CGNL1,CDH11,0.45476191582757697
LOC124901051,BMX,0.45473272232371814
EBF2,MSC-AS1,0.4547210160300803
PTPRQ,MT-CO1,-0.4546476042250806
CCDC80,MCTP2,0.4546121250865329
LIPE,GYG2,0.45454737163932196
COLGALT2,FREM1,0.45454009821212116
PECR,TRHDE-AS1,0.4545247085556585
CIDEC,PLIN4,0.4544988895270957
C3,SLC24A3,0.4544161924885407
SEMA3C,MGAT4C,0.45438727573626336
PDGFC,CDON,0.4543857755683272
NRG1,BMX,0.4543842299963733
LINC02006,BCHE,0.45428912982647884
PEX5L,BNC1,0.45427240043870964
KCTD8,BNC2,0.4542638531391878
KCNT2,SLIT2,0.45424914562733293
CADPS,PALLD,0.45412916993564123
WT1,PTPRQ,0.45412834927811924
GRIP1,ARHGAP44,0.45410634263236865
PXDNL,PCDH9,0.45410150132413896
KCTD8,SLC4A4,0.45409200164349633
MSR1,CYBB,0.4540593515607307
RERG,PTPRQ,0.4540187419669514
COLGALT2,DCN,0.4540076496119407
LINC02006,GRIP1,0.45399499380506386
ROR1,ROR2,0.4539419019171104
SLC8A1,LDB3,0.45390654857085805
ACVR1C,CIDEA,0.45384947535831216
PDGFC,RBFOX1,0.45362726025718914
PDE4B,GPM6A,0.45362109552270763
FYB2,SLC39A8,0.4535630008860617
COLGALT2,FGF14,0.453470410955226
TECRL,MLIP,0.45344630088755444
LOC105379003,MYOM1,0.4534201644095619
CHRM2,WNK2,0.4533731928723595
CADPS,MITF,0.4533449230509377
LINC02237,GPD1,0.45333704288430676
SULF1,SYT1-AS1,0.4532973366764269
ADAMTS3,PTPRQ,0.45325527477314087
LOC729732,PTPRQ,0.4532117082124654
WT1,RBFOX1,0.4531668927259394
CACNA2D3,LINC02006,0.4531440830050982
ITLN1,SEMA3C,0.45312054506876215
GPM6A,EZR,0.45311025878846883
FCGR2A,MSR1,0.4530662605187652
ABCA8,ABCA6,0.45305861607684406
KLB,CIDEA,0.45300613187351124
EGFL7,FLT1,0.45293524108131866
CCDC141,CHRM2,0.45288427667500825
TRHDE-AS1,PLIN5,0.4528823287481768
LSAMP,SLC39A8,0.45284532945538536
PDE4B,PRG4,0.4528193845463784
ZNF385B,PALLD,0.45279165670502797
SEMA3C,LOC729732,0.4526655703226297
MLXIPL,LPL,0.45257534187587584
TECRL,RBM20,0.45237801053001625
COLGALT2,EBF2,0.45231945805060747
ARL15,LINC00639,0.45231608274869883
LINC02023,NRSN1,0.4523144758966812
LINC02006,EZR,0.4523033233966248
KCTD8,RBFOX1,0.4522006838453177
PEX5L,SLC4A4,0.4521817777726405
NEGR1,FBN1,0.45216250052558116
CCDC80,LSAMP,0.45212673578308743
CHRM3,CDON,0.4521221562338787
GRIP1,C3,0.4520926318374285
FRAS1,PTPRQ,0.45207485864151853
PECR,LVRN,0.4519898657501567
MYBPC3,CACNA1C,0.4518850787012631
NEGR1,EPHA3,0.45184248612489675
PRG4,GFPT2,0.45180373558245285
PDE4B,MCTP2,0.4516840987865405
PTPRB,ERG,0.451661686781514
LRP2,ITGB8,0.45160768121143596
ANO2,CYYR1,0.45147499187249474
ROR1,SLIT3,0.4514681285007405
CADPS,MYOCD,0.4514128749089213
COL24A1,LINC03007,0.45139921930898597
CHRM2,FHOD3,0.45139848744088457
SCN7A,EBF2,0.4513360561073593
LRP2,FRAS1,0.4513160223186472
ZNF385B,CACNA1C,0.4512813187884749
ERBB4,RBM20,0.4512314367635452
RMEL3,PFKFB1,0.45116390794958344
MITA1,ANXA8,0.45110465785573284
TBXAS1,MS4A4E,0.4510382391935226
SLC39A8,C3,0.45100027364066914
KCNJ3,MLIP,0.4508941893659869
AQP7,PLIN5,0.45086034461672275
BNC2,BICC1,0.45083044827143315
PRG4,WWC1,0.45078117637662063
WT1,C3,0.4507321100888459
ITGB8,DPP6,0.45072438086950906
LOC105379003,LOC107986448,0.45070295845603126
WWC1,DPP6,0.450677611284528
ZNF385B,WNK2,0.4506689234443684
LOC105379003,FHOD3,0.4506156740726166
TECRL,TBX5,0.45061401149485264
LOC124901051,CGNL1,0.45060397422128373
ENPP2,LINC00639,0.4504899487468174
SEMA3C,DLGAP2,0.4504704222017702
COL24A1,FBLN1,0.4504688011066437
LINC02006,SLIT3,0.45044186823290333
GLYAT,PFKFB1,0.4504386903447169
TMEM132C,CGNL1,0.4504385799159417
CCDC80,LINC02006,0.45041693579514835
TF,PLIN1,0.450413369225424
FRAS1,DPP6,0.45040313991817854
LINC02248,GREB1L,0.4503954740292935
RBFOX1,CBLN2,0.45032450803298013
PDE4B,BNC2,0.4503101411200687
FBXO40,LOC105379003,0.4502735170361328
MITF,CHRM2,0.4501163297321001
EPHA3,DCN,0.4498281205761422
PRKAR2B,GPAM,0.4496985254345812
ZNF385B,TRDN,0.44963739955946297
EZR,GRIP1,0.4496064109026454
MLIP,TRDN,0.4495824983785143
LRP2,MARCHF1,0.44956461606941545
COLGALT2,CDH19,0.4495137902769291
AQP7,PLIN4,0.449467389782149
ACSL1,GPAM,0.44938568234979875
SLC4A4,FRAS1,0.44926354455460077
SPHKAP,LOC105379003,0.44915922099527655
NEGR1,C7,0.449128729582914
ADGRL4,PTPRB,0.44910936802829854
LINC02006,PEX5L,0.4490403190278305
WWC1,BNC1,0.4489704325103926
NTNG1,GRIP1,0.4489560263890341
BICC1,ABCA8,0.4489444911433849
GMDS,NRG1,0.44892993039347934
ITLN1,MCTP2,0.44885676206584335
DIRC3,GPAM,0.4488128866672256
GPM6A,ARHGAP44,0.44880123340984573
LINC02248,MYOCD,0.44864802207346166
CACNA2D3,GPM6A,0.44858566618263956
TTN,MYH6,0.448520183242962
FRAS1,MCTP2,0.4485026471252142
NR4A3,HAS1,0.448474904493846
PLIN4,PLIN5,0.44844002994351984
ALOX15,C3,0.4484244563581812
PREX2,ANO2,0.4484216446897486
NTNG1,ARHGAP44,0.448316756876084
ADAMTS3,GPM6A,0.4480570143203534
LOC105379003,LOC101927404,0.4480442580036802
KCNJ3,TBX5,0.44802879730563644
FLI1,ANO2,0.4480075249262782
PCDH7,NRXN3,0.4479413064942322
ZNF385B,LOC105370315,0.44791325442973035
MS4A4E,CD163L1,0.4478618828578442
SEMA3C,ALOX15,0.447736974148579
PCDH15,SMOC1,0.44769979832627776
EZR,PTPRQ,0.4476483638219466
MS4A4E,ATP8B4,0.4476344454251873
PALLD,MLIP,0.4476039441368029
